Key,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
687cdc33-bd0d-4b70-adb3-33f97dc26a3c 2015 0d855753-ea21-4953-89f9-0e20aff9eb73,7.5,0,20,2,19,10,16,8,30,2,120,76,14
8482bc94-0eb0-4e92-8f99-ced135f3cd5d 2015 0d855753-ea21-4953-89f9-0e20aff9eb73,14.261,4,74,5,63,34,69,9,101,3,984,345,168
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2015 0d855753-ea21-4953-89f9-0e20aff9eb73,16.222,0,8,0,44,44,9,1,11,1,146,88,28
b6b954eb-4591-4b7a-86b9-a481f15fdd58 2015 0d855753-ea21-4953-89f9-0e20aff9eb73,13.548,3,89,5,71,71,84,8,129,9,1138,384,68
d81844de-54c3-42ee-9850-072dc4131b6f 2015 0d855753-ea21-4953-89f9-0e20aff9eb73,11.149000000000001,1,78,9,46,20,74,16,110,6,825,241,69
f336567d-44a9-4245-8452-1dd485fd70fb 2015 0d855753-ea21-4953-89f9-0e20aff9eb73,8.1,7,39,1,59,0,50,5,60,0,405,460,90
0a95e792-6455-4927-9539-f95fa7f41fbb 2015 f0e724b0-4cbf-495a-be47-013907608da9,10.777999999999999,0,19,2,43,0,18,4,30,0,194,73,14
0cc4e449-185a-4b08-9f07-c907ad0c3e05 2015 f0e724b0-4cbf-495a-be47-013907608da9,12.4,0,17,1,48,0,15,4,25,0,186,92,26
16cc9ade-f9ad-4d32-b5b9-d7568ee80f58 2015 f0e724b0-4cbf-495a-be47-013907608da9,9.789,0,18,0,33,11,19,5,28,3,186,98,17
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2015 f0e724b0-4cbf-495a-be47-013907608da9,4.8180000000000005,0,10,1,11,0,11,1,15,0,53,61,17
617435c6-4a3f-4689-ab15-44bd93b33615 2015 f0e724b0-4cbf-495a-be47-013907608da9,11.769,0,9,1,44,0,13,0,19,0,153,110,29
8f24a248-b328-43ec-8677-67600e42a8f7 2015 f0e724b0-4cbf-495a-be47-013907608da9,10.867,0,36,6,36,19,30,7,46,3,326,184,65
a735765c-3ca8-4557-b06e-a30fd415982c 2015 f0e724b0-4cbf-495a-be47-013907608da9,20.090999999999998,0,37,7,76,76,33,6,62,4,663,218,73
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2015 f0e724b0-4cbf-495a-be47-013907608da9,9.429,0,9,3,16,0,7,0,10,0,66,63,22
e311a7a2-eddb-439c-86b4-b1f1984186bc 2015 f0e724b0-4cbf-495a-be47-013907608da9,5.428999999999999,1,7,0,11,0,7,3,13,0,38,35,8
2c8670ae-0c23-4d20-9d2b-f4c3e25f8938 2015 de760528-1dc0-416a-a978-b510d20692ff,12.694,5,33,5,55,55,36,8,57,4,457,347,128
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2015 de760528-1dc0-416a-a978-b510d20692ff,16.327,4,53,4,60,60,52,10,89,6,849,208,85
51952c7b-11c5-4229-baf9-08d4694cc2ad 2015 de760528-1dc0-416a-a978-b510d20692ff,13.091,1,12,1,39,6,11,6,23,1,144,22,8
54d4e35a-2e6c-48f6-86ad-92dd596c173c 2015 de760528-1dc0-416a-a978-b510d20692ff,14.81,3,23,2,48,18,21,3,28,3,311,140,74
617269c1-88b3-45a6-b4a8-b2806a0cdaea 2015 de760528-1dc0-416a-a978-b510d20692ff,27.182,0,12,2,64,64,11,0,27,2,299,52,35
9b13d2bc-b22c-4f91-8eeb-309f43422d6e 2015 de760528-1dc0-416a-a978-b510d20692ff,15.431,1,55,5,68,65,65,16,101,7,1003,315,72
b44773b9-af17-4d6c-a453-132e20849712 2015 de760528-1dc0-416a-a978-b510d20692ff,12.389000000000001,0,17,1,22,14,18,8,32,1,223,79,23
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2015 de760528-1dc0-416a-a978-b510d20692ff,11.147,0,90,3,44,28,109,18,145,9,1215,466,105
16c67c97-ffd9-4f92-917d-ad6124ce1f6e 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,12.529000000000002,2,18,1,24,22,17,2,26,1,213,94,42
488c3707-26ee-4e1a-8742-494a06f77801 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,8.443999999999999,1,8,2,31,31,9,0,11,1,76,76,11
7e5b8212-df93-4069-b3f0-be4b5cb47389 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,13.98,2,51,5,50,30,49,9,68,5,685,228,79
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,6.154,1,13,2,19,0,13,3,21,0,80,87,31
cf1a34f1-1aa7-45a1-b2b3-ffbecc8834f7 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,40.0,0,1,0,40,0,1,0,1,0,40,12,4
cf8e8522-6220-4612-a8a1-72c496dac536 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,7.0,0,1,0,11,0,2,0,3,0,14,17,5
dffa69ad-331e-4f09-ae38-40a5a4406be6 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,13.02,0,41,3,49,49,51,2,69,6,664,255,63
e0a63251-5428-43a1-88c1-c000215ac5ce 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0.0,0,1,0,0,0,1,0,1,0,0,0,0
e1b29179-074b-4c91-8797-763b76ac618a 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,13.705,5,67,3,80,80,78,15,103,14,1069,440,174
fd85786d-3900-4dc0-9b30-334ee30413ed 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,12.604000000000001,3,49,2,45,30,48,8,74,2,605,220,94
04ca4fb9-194e-47fe-8fc8-adb5790a8e78 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,9.684,2,62,6,40,40,57,8,87,4,552,192,90
166292fc-629e-4c7b-b7bf-f572ca9eeb43 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,7.12,2,43,1,41,7,50,4,57,1,356,388,116
3289f9ce-e1d1-40ed-9d3f-242a1712c586 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,14.625,0,9,2,34,0,8,0,11,0,117,52,9
618bedee-9259-4536-b0ff-fec98d2a20de 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,12.02,0,52,2,34,5,51,5,76,1,613,124,49
697200ea-cabb-40b8-aeac-e52763310306 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0.0,0,1,0,0,0,1,0,2,0,0,2,2
7d80b51f-1462-442e-aa7f-8c320a62deed 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,15.357000000000001,0,30,2,62,38,28,3,52,2,430,52,9
bf52ff53-35a6-4696-ac6d-3fa952dc2c87 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,14.862,0,31,3,84,84,29,2,68,3,431,98,36
c257b2e6-dfc9-45c8-b30c-a497f2ce82a2 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,12.667,1,10,1,28,0,9,1,14,0,114,43,14
d08da2a3-8296-4038-bb46-ab1feca4bbd4 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,5.556,3,10,0,18,18,9,1,11,1,50,44,15
f636d7ce-05f9-43d7-b63f-351acb5c2a70 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,18.9,0,12,0,64,30,10,5,24,4,189,30,2
06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,12.085,7,87,6,71,66,94,4,131,4,1136,616,337
4734f8dc-2ca4-4437-88f2-c8b8974abefc 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,17.285999999999998,0,43,3,74,74,42,2,81,9,726,193,17
5de11f0b-8da9-42ba-9a93-db7f0a58543b 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0.0,0,1,1,0,0,0,0,1,0,0,0,0
90908a56-901b-466d-8689-943075da96fe 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,10.825999999999999,2,20,0,58,18,23,4,32,3,249,200,72
931dbb14-36ac-4044-a61e-5f11854f0383 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,9.667,0,3,0,15,15,3,1,6,1,29,13,7
9c04a540-cb7c-41dc-8e7c-50b7af29a3a2 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,9.846,1,26,1,28,16,26,3,35,4,256,130,72
a0b93053-d349-4dd1-a840-24577102699b 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,5.111000000000001,0,10,1,9,0,9,0,10,0,46,59,10
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,5.593,3,26,2,15,0,27,2,35,0,151,132,40
e9ee9209-dd8f-4e4a-be3c-407756a2749c 2016 4809ecb0-abd3-451d-9c4a-92a90b83ca06,13.286,2,53,2,56,56,56,4,87,4,744,236,105
0adf5b2c-35bd-41f2-8e73-3dad53454d78 2016 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,14.776,6,65,7,69,69,58,7,105,4,857,352,128
4a38cda2-e92f-47f8-b324-0c34e09d83f2 2016 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,6.69,2,50,3,22,4,58,6,74,2,388,420,106
58ea6518-6fb7-4e5a-a586-7202d4c5f07e 2016 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,9.789,2,23,3,27,0,19,1,35,0,186,71,41
abeef681-4be7-4ff3-9076-c72ec5a1b2e4 2016 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,10.0,0,2,0,12,0,2,0,2,0,20,23,8
bbca096b-fd15-498a-86c2-feb44737363f 2016 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,13.356,0,67,6,41,17,59,9,128,3,788,176,73
e78261de-af00-4530-824c-500addbe9f98 2016 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,11.0,1,14,4,19,0,10,0,17,0,110,28,12
e81fb788-1478-4936-ae12-f6ed7ec23476 2016 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,13.975999999999999,0,49,4,52,40,42,2,78,2,587,131,28
2142a164-48ad-47d6-bb27-0bc58c6b2e62 2016 97354895-8c77-4fd4-a860-32e62ea7382a,21.6,5,23,1,53,53,25,1,38,3,540,227,75
2bb70d56-a79a-4fa1-ae37-99858a3ffd55 2016 97354895-8c77-4fd4-a860-32e62ea7382a,11.286,9,100,8,77,77,98,7,159,3,1106,494,210
39f70428-a78a-494c-8676-438d953c289e 2016 97354895-8c77-4fd4-a860-32e62ea7382a,9.183,1,55,5,61,25,60,3,86,5,551,512,111
42de9d1d-0352-460b-9172-9452414fd7fd 2016 97354895-8c77-4fd4-a860-32e62ea7382a,3.0,0,0,0,3,0,1,0,1,0,3,7,0
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2016 97354895-8c77-4fd4-a860-32e62ea7382a,10.5,2,4,0,14,14,4,1,6,1,42,14,3
4d747b73-bcc6-46d2-a2d7-ec1d0c8135a2 2016 97354895-8c77-4fd4-a860-32e62ea7382a,11.0,0,2,0,18,18,2,1,3,1,22,1,0
8fc65820-f565-44e2-8635-3e1cdf165bf6 2016 97354895-8c77-4fd4-a860-32e62ea7382a,17.895,1,42,4,79,79,38,5,58,4,680,241,53
973bfe3c-6d0d-4130-a79c-f860650b1da6 2016 97354895-8c77-4fd4-a860-32e62ea7382a,10.565,0,21,0,32,12,23,7,29,4,243,73,9
9d04accc-a404-406f-b93c-0878410e55a6 2016 97354895-8c77-4fd4-a860-32e62ea7382a,6.0,0,4,0,13,0,3,1,6,0,18,10,0
9d404288-65c5-414f-8ea5-ceb97eccaea0 2016 97354895-8c77-4fd4-a860-32e62ea7382a,0.0,0,0,0,0,0,0,0,1,0,0,0,0
b25ba2bd-80bd-4295-9034-cf9242fb207b 2016 97354895-8c77-4fd4-a860-32e62ea7382a,5.529,1,15,0,16,0,17,0,24,0,94,83,24
dba5e3ec-2c77-4f65-ad6e-cee246f816ef 2016 97354895-8c77-4fd4-a860-32e62ea7382a,7.5,1,4,2,13,0,2,0,4,0,15,13,13
f5d20030-d934-45e3-8282-e34c6c83ad84 2016 97354895-8c77-4fd4-a860-32e62ea7382a,5.428999999999999,1,7,0,16,0,7,0,8,0,38,43,21
14ecf9dd-3a77-4847-8e62-407cd1182f1c 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,13.585999999999999,0,29,1,71,15,29,5,47,5,394,132,32
19858900-5c8e-49a7-ab02-34ef625724ca 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,9.36,1,30,4,54,1,25,2,38,1,234,95,48
24cf6148-f0af-4103-a215-e06956764953 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,8.615,2,33,2,32,25,39,3,51,1,336,250,73
36f54823-9d51-4180-9c91-d10281deb4bf 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,9.2,0,11,1,21,0,10,0,12,0,92,31,8
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,13.469000000000001,1,65,6,86,86,64,6,107,6,862,344,98
59fc3367-5514-4616-a93c-06e4365b2293 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,8.286,1,18,1,25,0,21,0,27,0,174,164,34
6bb4d6f8-c8fb-4ca7-a416-a7010526114d 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,11.833,1,6,0,20,0,6,0,8,0,71,31,4
76a5edec-5ff7-49fa-a8ec-5768a372279d 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,11.167,1,55,4,30,1,54,6,81,1,603,201,66
bd8052bd-0898-430b-99c9-2529e895ae79 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,8.529,2,15,0,18,0,17,0,20,0,145,142,51
c0968ade-8af6-49f3-b812-bf15b6379334 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,8.154,0,13,0,15,0,13,0,19,0,106,35,16
c9701373-23f6-4058-9189-8d9c085f3c49 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,14.606,1,71,5,54,54,66,3,100,4,964,258,77
fa26e15f-2375-4acc-aaae-cf32cfe4bc3e 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,6.5,0,1,0,8,0,2,0,3,0,13,9,4
fa6b16fe-d3cd-4296-a0e6-03ad13d27a57 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,11.765,0,18,1,50,0,17,0,27,0,200,118,27
31c376b7-2e10-473a-aa54-d9f709a5b93e 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,9.698,10,53,6,32,0,53,2,74,0,514,426,146
40cd928f-f228-4ffd-8179-b27a12e14a44 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,7.975,2,39,6,44,0,40,2,53,0,319,325,120
6efb8027-b537-4dd1-883f-459450708ad4 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,12.515,5,33,3,58,31,33,1,73,3,413,97,54
7e34053d-00bf-4f3f-a464-329c8f5057d0 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,12.833,0,7,1,19,0,6,1,12,0,77,31,7
a2451bf7-83dd-496c-b527-c14d8d518598 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,12.7,1,10,0,25,25,10,1,12,2,127,44,12
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,13.078,1,79,8,54,12,77,8,140,4,1007,226,96
c9a7ce89-90f7-4061-b9ac-dfd4e6c3cedf 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,6.75,1,3,1,17,0,4,1,5,0,27,33,16
0b504d67-639b-4ba8-979a-498a3086257b 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,6.571000000000001,0,11,4,13,0,7,0,16,0,46,14,7
0dc98d11-34e4-46f6-96a6-7707c6f29500 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,15.120999999999999,0,38,6,53,53,33,1,66,3,499,172,19
14c97c9f-26e8-4944-9299-f90de6aeada3 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,8.5,1,11,2,15,4,10,5,17,2,85,39,12
3058b3c8-0fa3-4bd4-9df9-6a56a7b4af88 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,11.31,1,32,1,29,5,29,3,50,1,328,106,28
67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,7.189,2,37,2,40,0,37,0,49,0,266,216,70
9173225c-4e88-4c87-ad78-41aa0d00a1be 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,5.0,0,3,0,8,0,3,0,4,0,15,22,8
9480dd9f-151f-4e6d-b5a3-35f07bda4cac 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,7.332999999999999,0,5,0,20,0,6,0,6,0,44,21,10
997525cb-5d0d-4f3b-bd56-7488b62627ec 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,5.4,6,30,3,16,8,30,1,41,1,162,186,70
b37b5be9-4771-4368-988f-fb936f4fc0ad 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,14.125,3,79,7,95,95,72,2,116,4,1017,427,167
16e33176-b73e-49b7-b0aa-c405b47a706e 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,12.113,3,104,3,51,38,106,6,154,12,1284,434,48
52d09eea-a580-447a-8062-5841d5a9c8b3 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,20.714000000000002,1,21,5,72,72,21,3,49,2,435,109,26
a37a5bfd-b48c-4d8b-817a-d8ce7ca3592d 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,8.667,1,42,5,24,9,39,4,60,3,338,129,33
bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,12.375,0,51,3,39,24,48,3,66,3,594,204,22
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,19.0,0,8,3,46,31,6,0,19,2,114,18,0
c9557ff2-899f-41e3-8a0e-35ca874db9b2 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,10.727,1,12,3,20,20,11,1,21,2,118,38,4
f611f87a-1e49-4196-9088-8c760f26006d 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,2.5,0,2,0,3,0,2,0,2,0,5,6,2
f9036897-99d5-4d9a-8965-0c7e0f9e43bd 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,12.75,0,6,1,30,30,4,1,9,1,51,8,1
63fd9abe-4bdf-4611-9497-0c67e030ce01 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,6.885,2,26,3,19,3,26,2,35,1,179,218,65
6a2b129d-a9e5-4131-b491-82269b323f77 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,7.289,3,32,3,49,18,38,3,47,4,277,286,75
947e7faa-e8be-4603-829c-b57e4247ccbf 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,19.8,0,15,2,45,27,15,0,22,1,297,134,20
958c9833-2e55-411a-8e0e-ecc229bbeb14 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,14.368,1,20,2,36,0,19,1,34,0,273,51,25
b8426cea-f8b9-4061-8d56-e70d1230103e 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,15.912,0,94,10,63,63,91,4,155,6,1448,342,98
bd413539-9351-454e-9d61-4e8635d7e9f5 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,9.898,3,58,3,24,22,59,5,75,5,584,246,70
c682e8ea-fe48-45d2-af60-682a6125ab22 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,16.0,0,35,5,64,64,33,3,59,2,528,150,19
cc745cc3-d52a-454b-98c8-ac9155a9405c 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,11.6,0,37,2,23,23,35,4,52,6,406,118,26
f404283a-7c04-4a1c-899c-3243424a8d70 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,10.232999999999999,1,30,2,39,24,30,5,56,7,307,78,34
0fd32417-8410-4a8f-8919-386c433bca43 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,12.095999999999998,3,91,11,42,14,73,11,151,6,883,210,76
10952a8e-9da1-447b-a016-c699db00c5f0 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,13.629000000000001,2,46,8,42,42,35,5,76,3,477,211,72
4c3c6b63-aa1f-4452-9d1d-662073f06142 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,13.508,4,68,4,51,21,63,2,105,3,851,338,122
5e3b63cd-db76-48a8-82dd-7ccc8222f6ae 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,9.167,0,12,0,17,0,12,0,16,0,110,48,10
666e3121-3daa-4413-b1ec-8e728f7cc645 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,8.474,0,20,1,17,14,19,0,24,1,161,45,10
6723249c-5fb5-4b0a-9373-cb59cdc99ec8 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,20.0,0,1,0,20,20,1,0,1,1,20,5,0
72f5a27a-544f-468a-b10b-89a1fc5d0e9f 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,9.3,0,19,1,37,0,20,0,28,0,186,189,65
73d6cb8a-3d72-4a6a-b3c9-fe61dfd1bd41 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,6.4,1,5,0,9,0,5,0,8,0,32,17,9
81fb7fa0-7ad9-4ef4-bc33-9df9574714e5 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,3.667,0,4,1,6,0,3,0,4,0,11,4,1
9c21e9af-681c-41ef-9b00-fbc9e1668ed1 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,8.45,1,21,0,37,4,20,2,30,1,169,106,55
af944a80-eba7-479d-b3b1-73279abdc67a 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,8.75,1,3,0,15,15,4,1,7,1,35,32,13
d28afbc1-16c0-4012-b24a-1bd99817e8a9 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,6.24,7,32,3,17,13,50,4,68,1,312,346,106
0847010c-9a77-4f0b-9d63-c8b4b224d263 2016 82d2d380-3834-4938-835f-aec541e5ece7,-14.0,0,0,0,-6,0,1,1,1,0,-14,-8,0
095e0c1a-0bea-4bc6-868f-e4bbe2ce6c30 2016 82d2d380-3834-4938-835f-aec541e5ece7,13.511,2,52,5,53,18,47,4,92,2,635,238,78
442eb96a-deb6-4e73-b65a-a2bb25ffa968 2016 82d2d380-3834-4938-835f-aec541e5ece7,6.0,0,4,1,9,0,3,1,5,0,18,6,2
5c48ade7-4b9a-4757-9643-87a6e3839e2b 2016 82d2d380-3834-4938-835f-aec541e5ece7,12.231,4,90,6,51,44,78,3,151,4,954,279,99
5cb0bf9c-03b4-4201-97c5-a59c6db50841 2016 82d2d380-3834-4938-835f-aec541e5ece7,8.455,0,12,1,14,7,11,2,16,1,93,39,13
a212c5d8-67f8-48b9-99be-2c121ee56366 2016 82d2d380-3834-4938-835f-aec541e5ece7,6.065,2,25,1,16,10,31,2,39,1,188,174,34
cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71 2016 82d2d380-3834-4938-835f-aec541e5ece7,8.84,2,55,6,45,6,50,3,74,2,442,168,47
cbf1cdba-d165-45f7-a695-5e0971dd9042 2016 82d2d380-3834-4938-835f-aec541e5ece7,3.333,0,12,1,12,0,12,0,16,0,40,28,5
0f062def-77f5-4362-86cb-4bdb63a59eba 2016 d26a1ca5-722d-4274-8f97-c92e49c96315,14.0,0,0,0,14,0,1,1,2,0,14,15,3
441e8866-33f1-4820-9fa3-3aa2c7535975 2016 d26a1ca5-722d-4274-8f97-c92e49c96315,14.345,1,32,2,48,48,29,1,43,3,416,124,15
7c16c04c-04de-41f3-ac16-ad6a9435e3f7 2016 d26a1ca5-722d-4274-8f97-c92e49c96315,0.0,0,0,0,0,0,0,0,1,0,0,0,0
87c481c7-7414-43cc-82df-19ca0c2ae22e 2016 d26a1ca5-722d-4274-8f97-c92e49c96315,10.538,7,12,1,29,0,13,2,15,0,137,124,81
969a4d68-1d76-4e64-bfff-e898a9ac6bd4 2016 d26a1ca5-722d-4274-8f97-c92e49c96315,14.538,1,71,4,60,32,65,10,108,9,945,203,58
b4e5a9af-6d00-4d51-9bb9-c7d5f69898df 2016 d26a1ca5-722d-4274-8f97-c92e49c96315,12.732000000000001,1,46,3,34,34,41,1,83,2,522,90,20
ccce5e8e-52ca-4f0f-a40f-fe5e7227d156 2016 d26a1ca5-722d-4274-8f97-c92e49c96315,12.308,3,68,5,47,30,65,10,102,7,800,271,99
132721b4-fd32-4795-b214-ab4baaaceb3a 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,13.182,0,14,2,76,76,11,3,24,2,145,64,2
1fe3aadd-336b-4838-888e-8c9609747afc 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,15.667,1,8,0,31,0,9,0,17,0,141,68,23
2c35ed5f-7317-4776-8ee7-0438e0286508 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,8.8,0,4,0,13,0,5,0,7,0,44,34,4
4402b8d5-d6bf-43d0-9198-651506abba76 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,37.5,0,2,0,69,69,2,0,4,1,75,80,52
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,12.033,3,103,9,55,55,90,9,144,5,1083,322,101
6ef43c53-53d7-4b0f-ad99-17664d663ae8 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,10.773,0,22,3,31,2,22,2,37,1,237,101,39
c43cf6a1-8faa-4f95-aa2a-f1aac3ffe103 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,8.0,0,5,0,16,1,5,1,8,1,40,17,1
cd705357-f282-4cbf-8f11-391618d981c3 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,8.548,2,26,1,43,43,31,3,45,1,265,253,64
f0805b80-e01c-46fd-99a6-dae1134fb764 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,10.0,2,19,1,17,0,16,0,20,0,160,50,27
f7841baa-9284-4c03-b698-442570651c6c 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,8.0,2,18,3,25,25,16,1,24,1,128,104,36
fbb1cc32-4cbd-4089-b8ec-1e7bce8da408 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,9.5,0,7,0,16,0,8,0,15,0,76,24,7
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,13.062999999999999,3,76,2,64,41,79,6,137,5,1032,252,104
01d8aee3-e1c4-4988-970a-8c0c2d08bd83 2016 6680d28d-d4d2-49f6-aace-5292d3ec02c2,9.721,6,54,4,49,38,61,6,83,6,593,268,94
2958ea86-e2dc-4719-93e5-cc9d093ca963 2016 6680d28d-d4d2-49f6-aace-5292d3ec02c2,9.0,2,33,2,42,23,31,2,51,2,279,168,64
